,popularity,release_date,title,overview,vote_average,vote_count,original_language,original_title,release_month,release_year
3297,1340.852,1/14/2022,Borrego,"A young botanist relocates to a small desert town to study an invasive plant species. While out on research, she comes to the aid of a downed plane only to find herself taken captive by an inexperienced drug mule who forces her to lead a trek across the sweltering desert to his drop. A local sheriff is drawn into the hunt as his rebellious daughter sets out to find the missing botanist, all the while being pursued by a local drug receiver.",6.0,36,en,Borrego,January,2022.0
3309,180.329,2/25/2022,Desperate Riders,"After Kansas Red rescues young Billy from a card-game shootout, the boy asks Red for help protecting his family from the outlaw Thorn, who’s just kidnapped Billy’s mother, Carol. As Red and Billy ride off to rescue Carol, they run into beautiful, tough-as-nails Leslie, who’s managed to escape Thorn’s men. The three race to stop Thorn’s wedding to Carol with guns a-blazing - but does she want to be rescued?",6.0,44,en,Desperate Riders,February,2022.0
3322,129.824,3/3/2022,The Weekend Away,"When her best friend vanishes during a girls' trip to Croatia, Beth races to figure out what happened. But each clue yields another unsettling deception.",6.0,464,en,The Weekend Away,March,2022.0
3353,633.614,6/16/2022,Collision,"Over the course of one fateful day, a corrupt businessman and his socialite wife race to save their daughter from a notorious crime lord.",6.0,106,en,Collision,June,2022.0
3362,204.931,7/6/2022,"Hello, Goodbye, and Everything in Between","Clare and Aidan, who after making a pact that they would break up before college, find themselves retracing the steps of their relationship on their last evening as a couple. The epic date leads them to familiar landmarks, unexpected places, and causes them to question whether high school love is meant to last.",6.0,95,en,"Hello, Goodbye, and Everything in Between",July,2022.0
3372,131.111,7/27/2022,Orphan: First Kill,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",6.0,7,en,Orphan: First Kill,July,2022.0
3396,248.997,1/14/2022,Shattered,"Chris, a wealthy divorcee, lives in a high-tech house of his own design in Montana. His life changes when he meets Sky, a mysterious young woman who draws him out of his shell and moves in after Chris is injured.",5.9,56,en,Shattered,January,2022.0
3420,405.189,3/17/2022,Panama,"An ex-marine is hired by a defense contractor to travel to Panama to complete an arms deal. In the process he becomes involved with the U.S. invasion of Panama, and learns an important lesson about the true nature of political power.",5.9,69,en,Panama,March,2022.0
3437,515.427,4/27/2022,365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",5.9,706,en,365 Days: This Day,April,2022.0
3455,146.638,4/28/2022,Marmaduke,"Great Dane Marmaduke epitomizes the overgrown lapdog, with an irascible streak and a penchant for mischief that is tempered with a deep sense of love and responsibility for his human family, the Winslows. The new animation is set in the world of elite dog shows, rife divas, rivalries and slapstick comedy.",5.9,42,en,Marmaduke,April,2022.0
3464,329.368,4/29/2022,Fortress: Sniper's Eye,"Weeks after the deadly assault on Fortress Camp, Robert makes a daring rescue to save Sasha, the widow of his old nemesis Balzary. But back in the camp's command bunker, it appears Sasha may have devious plans of her own. As a new attack breaks out, Robert is confronted with a familiar face he thought he'd never see again…",5.9,97,en,Fortress: Sniper's Eye,April,2022.0
3481,184.13,5/11/2022,Senior Year,A thirty-seven-year-old woman wakes up from a twenty-year coma and returns to the high school where she was once a popular cheerleader to finish her senior year and become prom queen. The main plot is the empowerment of LGBTQ rights and progress through the years.,5.9,479,en,Senior Year,May,2022.0
3515,368.147,4/15/2022,Titanic 666,"After a mammoth cruise ship sails over the site of the Titanic’s disaster, dark and deadly events start to occur on board. As the ship’s captain investigates the tragic occurrences, it becomes clear that the passengers and crew from the original Titanic have returned.",5.8,52,en,Titanic 666,April,2022.0
3550,562.359,6/15/2022,Spiderhead,A prisoner in a state-of-the-art penitentiary begins to question the purpose of the emotion-controlling drugs he's testing for a pharmaceutical genius.,5.8,825,en,Spiderhead,June,2022.0
3570,161.675,1/7/2022,American Siege,An ex-NYPD officer-turned-sheriff of a small rural Georgia town has to contend with a gang of thieves who have taken a wealthy doctor hostage.,5.7,99,en,American Siege,January,2022.0
3601,567.957,2/24/2022,The Jack in the Box: Awakening,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",5.7,66,en,The Jack in the Box: Awakening,February,2022.0
3666,118.113,3/18/2022,Deep Water,"Vic and Melinda Van Allen are a couple in the small town of Little Wesley. Their loveless marriage is held together only by a precarious arrangement whereby, in order to avoid the messiness of divorce, Melinda is allowed to take any number of lovers as long as she does not desert her family.",5.7,723,en,Deep Water,March,2022.0
3675,119.121,3/18/2022,Umma,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",5.7,125,en,Umma,March,2022.0
3823,628.708,4/14/2022,9 Bullets,"A former burlesque dancer turned author discovers a second chance at life and redemption when she risks everything to rescue her young neighbor after he witnesses his parents’ murder. Now on the run from the local crime boss, who happens to be her longtime ex, she makes a desperate attempt to get the boy to safety.",5.6,52,en,9 Bullets,April,2022.0
3874,396.014,7/24/2022,They/Them,Campers at an LGBTQ+ conversion camp endure unsettling psychological techniques while the campsite is stalked by a mysterious killer.,5.6,58,en,They/Them,July,2022.0
3970,656.761,8/5/2022,LEGO Star Wars Summer Vacation,"Looking for a much-needed break, Finn arranges a surprise vacation for his friends Rey, Poe, Rose, Chewie, BB-8, R2-D2, and C-3PO, aboard the luxurious Halcyon. However, Finn's plan to have one last hurrah together quickly goes awry.",5.6,18,en,LEGO Star Wars Summer Vacation,August,2022.0
4002,193.182,2/17/2022,Fistful of Vengeance,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,5.5,201,en,Fistful of Vengeance,February,2022.0
4008,214.773,6/3/2022,Unhuman,"After their school bus crashes, a group of high school students is thrown into a terrifying fight for survival as they try to take down a group of unhuman savages… before they kill each other first.",5.5,30,en,Unhuman,June,2022.0
4015,252.153,7/6/2022,Legend - A Dragon Ball Tale,"Given diplomatic orders by the Grand Council, Vegeta, now king of the Saiyans, sets out on an interstellar assassination mission.  TARGET LOCATION: PLANET EARTH  OBJECTIVE NO.1: ERADICATION  OBJECTIVE NO.2: PACKAGE RETRIEVAL  For his life, all his training has led to this. Now, Son Goku will learn the true meaning of the title, ""LEGEND.""",5.5,11,en,Legend - A Dragon Ball Tale,July,2022.0
4029,109.989,1/21/2022,The Tiger Rising,"When 12-year-old Rob Horton discovers a caged tiger in the woods near his home, his imagination runs wild and life begins to change in the most unexpected ways. With the help of a wise and mysterious maid, Willie May  and the stubborn new girl in school, he must navigate through childhood memories, heartache, and wondrous adventures.",5.3,15,en,The Tiger Rising,January,2022.0
4035,238.425,2/5/2022,Bull Shark,A hungry shark begins feeding on unsuspecting lake goers in a small Texas town.,5.3,42,en,Bull Shark,February,2022.0
4042,319.54,2/18/2022,Texas Chainsaw Massacre,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",5.3,881,en,Texas Chainsaw Massacre,February,2022.0
4051,288.676,2/25/2022,Gasoline Alley,"A man implicated in the triple homicide of three Hollywood starlets begins his own investigation. Needing assistance, he enlists the two detectives on his tail in order to expose a conspiracy more explosive than any of them imagined.",5.3,67,en,Gasoline Alley,February,2022.0
4064,811.507,3/4/2022,Asking For It,"After small town waitress Joey is sexually assaulted after a date with her old friend Mike, she befriends mysterious stranger Regina. Regina introducers her to The Cherry Bombers, an all femme gang including Beatrice, Lily, Sal, Jett, Angie, and Fala. All suffering from past traumas, together they fight a misogynistic society by targeting violent frat boys, a corrupt police force of human traffickers led by Sheriff Morel, and the dangerous alt-right group MFM (Men’s First Movement) headed by Mark Vanderhill. As Joey is drawn further into their chaotic world, Sal’s old flame, Logan County Sheriff Vernon, investigates MFM, leading to a thrilling showdown.",5.3,15,en,Asking For It,March,2022.0
4079,276.671,6/27/2022,Chip and Potato: Chip's Holiday,"When falling coconuts keep everyone awake all night on vacation, Chip and Potato come up with a plan to help the family get a puggy good night's sleep!",5.3,6,en,Chip and Potato: Chip's Holiday,June,2022.0
